date,algorithm,chosen_treatment,chosen_condition,num_subgroups,delta,epsilon,status,dataset_percentage,run_time_seconds
2026-02-17 13:19:30,FPGrowth,{'Educational attainment': 21},{'Sex': 1},11,40,17500,NOT Homogeneous,0.4,2.120088478550315
2026-02-17 13:19:32,FPGrowth,{'Educational attainment': 20},{'Sex': 1},29,40,17500,NOT Homogeneous,0.4,2.160201760008931
2026-02-17 13:19:35,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},5,40,17500,NOT Homogeneous,0.4,2.6379914954304695
2026-02-17 13:19:38,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},95,40,17500,NOT Homogeneous,0.4,2.9623713735491037
2026-02-17 13:19:40,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},16,40,17500,NOT Homogeneous,0.4,2.5979726761579514
2026-02-17 13:19:43,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},45,40,17500,NOT Homogeneous,0.4,2.7105251979082823
2026-02-17 13:19:46,RW,{'Public health coverage': 2},{'With a disability': 2},102,40,17500,NOT Homogeneous,0.4,3.166102582588792
2026-02-17 13:19:49,RW,{'Public health coverage': 2},{'With a disability': 2},102,40,17500,NOT Homogeneous,0.4,2.9841054044663906
2026-02-17 13:19:52,RW,{'Public health coverage': 2},{'With a disability': 2},79,40,17500,NOT Homogeneous,0.4,2.8092429265379906
2026-02-17 13:19:55,RW,{'Private health insurance coverage': 2},{'With a disability': 2},16,40,17500,NOT Homogeneous,0.4,2.826088760048151
2026-02-17 13:19:58,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,40,17500,NOT Homogeneous,0.4,2.447179479524493
2026-02-17 13:20:00,RW,{'Private health insurance coverage': 2},{'With a disability': 2},19,40,17500,NOT Homogeneous,0.4,2.3508295975625515
2026-02-17 13:20:03,RW,{'Educational attainment': 20},{'With a disability': 2},89,40,17500,NOT Homogeneous,0.4,2.8136526476591825
2026-02-17 13:20:07,RW,{'Educational attainment': 20},{'With a disability': 2},241,40,17500,NOT Homogeneous,0.4,3.6671426072716713
2026-02-17 13:20:10,RW,{'Educational attainment': 20},{'With a disability': 2},379,40,17500,NOT Homogeneous,0.4,3.9248528759926558
2026-02-17 13:20:13,RW,{'Educational attainment': 21},{'With a disability': 2},43,40,17500,NOT Homogeneous,0.4,2.8120987322181463
2026-02-17 13:20:17,RW,{'Educational attainment': 21},{'With a disability': 2},282,40,17500,NOT Homogeneous,0.4,3.9178140982985497
2026-02-17 13:20:20,RW,{'Educational attainment': 21},{'With a disability': 2},70,40,17500,NOT Homogeneous,0.4,2.6780109852552414
2026-02-17 13:20:23,RW,{'Educational attainment': 22},{'With a disability': 2},80,40,17500,NOT Homogeneous,0.4,3.1335744205862284
2026-02-17 13:20:26,RW,{'Educational attainment': 22},{'With a disability': 2},68,40,17500,NOT Homogeneous,0.4,2.586615877225995
2026-02-17 13:20:28,RW,{'Educational attainment': 22},{'With a disability': 2},29,40,17500,NOT Homogeneous,0.4,2.2816172037273645
2026-02-17 13:20:41,RW,{'Educational attainment': 20},{'Sex': 2},1377,40,17500,Homogeneous,0.4,12.470873937010765
2026-02-17 13:20:53,RW,{'Educational attainment': 20},{'Sex': 2},1398,40,17500,Homogeneous,0.4,12.318394938483834
2026-02-17 13:21:05,RW,{'Educational attainment': 20},{'Sex': 2},1416,40,17500,Homogeneous,0.4,11.948458172380924
2026-02-17 13:21:07,RW,{'Educational attainment': 21},{'Sex': 1},32,40,17500,NOT Homogeneous,0.4,1.5815122425556183
2026-02-17 13:21:08,RW,{'Educational attainment': 21},{'Sex': 1},65,40,17500,NOT Homogeneous,0.4,1.7012567110359669
2026-02-17 13:21:10,RW,{'Educational attainment': 21},{'Sex': 1},9,40,17500,NOT Homogeneous,0.4,1.6087477747350931
2026-02-17 13:21:13,RW,{'Educational attainment': 20},{'Sex': 1},321,40,17500,NOT Homogeneous,0.4,2.7579758390784264
2026-02-17 13:21:15,RW,{'Educational attainment': 20},{'Sex': 1},141,40,17500,NOT Homogeneous,0.4,1.9153882954269648
2026-02-17 13:21:17,RW,{'Educational attainment': 20},{'Sex': 1},106,40,17500,NOT Homogeneous,0.4,1.9804630763828754
2026-02-17 13:21:18,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,40,17500,NOT Homogeneous,0.4,1.610508732497692
2026-02-17 13:21:20,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,40,17500,NOT Homogeneous,0.4,1.5794721134006977
2026-02-17 13:21:22,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},36,40,17500,NOT Homogeneous,0.4,1.7123906705528498
2026-02-17 13:21:26,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},7,40,17500,NOT Homogeneous,0.4,4.169184744358063
2026-02-17 13:21:31,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},32,40,17500,NOT Homogeneous,0.4,4.610441666096449
2026-02-17 13:21:35,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},4,40,17500,NOT Homogeneous,0.4,3.9589276295155287
2026-02-17 13:21:40,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},174,40,17500,NOT Homogeneous,0.4,4.9601646941155195
2026-02-17 13:21:46,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},350,40,17500,NOT Homogeneous,0.4,6.5203275959938765
2026-02-17 13:21:50,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},2,40,17500,NOT Homogeneous,0.4,3.28689176030457
2026-02-17 13:22:49,FPGrowth,{'Educational attainment': 20},{'Sex': 2},6880,40,17500,Homogeneous,0.4,59.20301682688296
2026-02-17 13:22:51,FPGrowth,{'Educational attainment': 21},{'Sex': 1},26,40,17500,NOT Homogeneous,0.4,2.1115583162754774
2026-02-17 13:22:53,FPGrowth,{'Educational attainment': 20},{'Sex': 1},16,40,17500,NOT Homogeneous,0.4,2.1358298994600773
2026-02-17 13:22:56,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,40,17500,NOT Homogeneous,0.4,2.511181240901351
2026-02-17 13:22:59,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},71,40,17500,NOT Homogeneous,0.4,2.7152234353125095
2026-02-17 13:23:01,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},91,40,17500,NOT Homogeneous,0.4,2.760134870186448
2026-02-17 13:23:04,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},11,40,17500,NOT Homogeneous,0.4,2.3316190857440233
2026-02-17 13:23:07,RW,{'Public health coverage': 2},{'With a disability': 2},94,40,17500,NOT Homogeneous,0.4,2.907178182154894
2026-02-17 13:23:09,RW,{'Public health coverage': 2},{'With a disability': 2},81,40,17500,NOT Homogeneous,0.4,2.747505309060216
2026-02-17 13:23:13,RW,{'Public health coverage': 2},{'With a disability': 2},262,40,17500,NOT Homogeneous,0.4,3.5155694633722305
2026-02-17 13:23:15,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,40,17500,NOT Homogeneous,0.4,2.271955532953143
2026-02-17 13:23:18,RW,{'Private health insurance coverage': 2},{'With a disability': 2},90,40,17500,NOT Homogeneous,0.4,3.0304398629814386
2026-02-17 13:23:21,RW,{'Private health insurance coverage': 2},{'With a disability': 2},65,40,17500,NOT Homogeneous,0.4,2.569842079654336
2026-02-17 13:23:24,RW,{'Educational attainment': 20},{'With a disability': 2},181,40,17500,NOT Homogeneous,0.4,3.101794520393014
2026-02-17 13:23:28,RW,{'Educational attainment': 20},{'With a disability': 2},275,40,17500,NOT Homogeneous,0.4,3.602776685729623
2026-02-17 13:23:30,RW,{'Educational attainment': 20},{'With a disability': 2},19,40,17500,NOT Homogeneous,0.4,2.217512510716915
2026-02-17 13:23:32,RW,{'Educational attainment': 21},{'With a disability': 2},9,40,17500,NOT Homogeneous,0.4,2.1877413541078568
2026-02-17 13:23:35,RW,{'Educational attainment': 21},{'With a disability': 2},151,40,17500,NOT Homogeneous,0.4,2.9261860102415085
2026-02-17 13:23:38,RW,{'Educational attainment': 21},{'With a disability': 2},132,40,17500,NOT Homogeneous,0.4,2.8317019194364548
2026-02-17 13:23:40,RW,{'Educational attainment': 22},{'With a disability': 2},62,40,17500,NOT Homogeneous,0.4,2.2838405407965183
2026-02-17 13:23:43,RW,{'Educational attainment': 22},{'With a disability': 2},9,40,17500,NOT Homogeneous,0.4,2.2485449202358723
2026-02-17 13:23:45,RW,{'Educational attainment': 22},{'With a disability': 2},43,40,17500,NOT Homogeneous,0.4,2.5112974606454372
2026-02-17 13:23:57,RW,{'Educational attainment': 20},{'Sex': 2},1375,40,17500,Homogeneous,0.4,11.983951859176159
2026-02-17 13:24:09,RW,{'Educational attainment': 20},{'Sex': 2},1383,40,17500,Homogeneous,0.4,11.9576972797513
2026-02-17 13:24:21,RW,{'Educational attainment': 20},{'Sex': 2},1356,40,17500,Homogeneous,0.4,11.829915693029761
2026-02-17 13:24:22,RW,{'Educational attainment': 21},{'Sex': 1},9,40,17500,NOT Homogeneous,0.4,1.4427569024264812
2026-02-17 13:24:25,RW,{'Educational attainment': 21},{'Sex': 1},199,40,17500,NOT Homogeneous,0.4,2.322870772331953
2026-02-17 13:24:26,RW,{'Educational attainment': 21},{'Sex': 1},44,40,17500,NOT Homogeneous,0.4,1.5984893161803484
2026-02-17 13:24:29,RW,{'Educational attainment': 20},{'Sex': 1},256,40,17500,NOT Homogeneous,0.4,2.546657055616379
2026-02-17 13:24:30,RW,{'Educational attainment': 20},{'Sex': 1},15,40,17500,NOT Homogeneous,0.4,1.4644488170742989
2026-02-17 13:24:32,RW,{'Educational attainment': 20},{'Sex': 1},115,40,17500,NOT Homogeneous,0.4,1.9343120325356722
2026-02-17 13:24:34,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,40,17500,NOT Homogeneous,0.4,1.5168194714933634
2026-02-17 13:24:36,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,40,17500,NOT Homogeneous,0.4,1.5300785824656487
2026-02-17 13:24:37,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},25,40,17500,NOT Homogeneous,0.4,1.6798879280686378
2026-02-17 13:24:41,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},1,40,17500,NOT Homogeneous,0.4,3.915863459929824
2026-02-17 13:24:46,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},90,40,17500,NOT Homogeneous,0.4,4.772830871865153
2026-02-17 13:24:50,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},3,40,17500,NOT Homogeneous,0.4,3.901772242039442
2026-02-17 13:24:53,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},4,40,17500,NOT Homogeneous,0.4,3.1560982652008533
2026-02-17 13:24:57,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},48,40,17500,NOT Homogeneous,0.4,3.5323382262140512
2026-02-17 13:25:00,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},14,40,17500,NOT Homogeneous,0.4,3.396305952221155
2026-02-17 13:25:58,FPGrowth,{'Educational attainment': 20},{'Sex': 2},6860,40,17500,Homogeneous,0.4,57.71402459219098
2026-02-17 13:26:00,FPGrowth,{'Educational attainment': 21},{'Sex': 1},44,40,17500,NOT Homogeneous,0.4,2.290164278820157
2026-02-17 13:26:03,FPGrowth,{'Educational attainment': 20},{'Sex': 1},63,40,17500,NOT Homogeneous,0.4,2.432129615917802
2026-02-17 13:26:05,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},2,40,17500,NOT Homogeneous,0.4,2.4957631789147854
2026-02-17 13:26:08,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},1,50,17500,NOT Homogeneous,0.5,2.7022308222949505
2026-02-17 13:26:11,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},24,50,17500,NOT Homogeneous,0.5,2.943354183807969
2026-02-17 13:26:14,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},15,50,17500,NOT Homogeneous,0.5,2.9250353276729584
2026-02-17 13:26:18,RW,{'Public health coverage': 2},{'With a disability': 2},103,50,17500,NOT Homogeneous,0.5,3.254350360482931
2026-02-17 13:26:20,RW,{'Public health coverage': 2},{'With a disability': 2},1,50,17500,NOT Homogeneous,0.5,2.72801292873919
2026-02-17 13:26:23,RW,{'Public health coverage': 2},{'With a disability': 2},1,50,17500,NOT Homogeneous,0.5,2.741036968305707
2026-02-17 13:26:26,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,50,17500,NOT Homogeneous,0.5,2.752828186377883
2026-02-17 13:26:29,RW,{'Private health insurance coverage': 2},{'With a disability': 2},9,50,17500,NOT Homogeneous,0.5,2.759330589324236
2026-02-17 13:26:32,RW,{'Private health insurance coverage': 2},{'With a disability': 2},15,50,17500,NOT Homogeneous,0.5,2.8160746209323406
2026-02-17 13:26:34,RW,{'Educational attainment': 20},{'With a disability': 2},20,50,17500,NOT Homogeneous,0.5,2.710233811289072
2026-02-17 13:26:37,RW,{'Educational attainment': 20},{'With a disability': 2},21,50,17500,NOT Homogeneous,0.5,2.7117760721594095
2026-02-17 13:26:41,RW,{'Educational attainment': 20},{'With a disability': 2},309,50,17500,NOT Homogeneous,0.5,4.350456802174449
2026-02-17 13:26:46,RW,{'Educational attainment': 21},{'With a disability': 2},241,50,17500,NOT Homogeneous,0.5,3.9481303337961435
2026-02-17 13:26:48,RW,{'Educational attainment': 21},{'With a disability': 2},15,50,17500,NOT Homogeneous,0.5,2.661119993776083
2026-02-17 13:26:51,RW,{'Educational attainment': 21},{'With a disability': 2},63,50,17500,NOT Homogeneous,0.5,2.9649367686361074
2026-02-17 13:26:54,RW,{'Educational attainment': 22},{'With a disability': 2},9,50,17500,NOT Homogeneous,0.5,2.6678867861628532
2026-02-17 13:26:57,RW,{'Educational attainment': 22},{'With a disability': 2},17,50,17500,NOT Homogeneous,0.5,2.67541709728539
2026-02-17 13:26:59,RW,{'Educational attainment': 22},{'With a disability': 2},41,50,17500,NOT Homogeneous,0.5,2.7931526210159063
2026-02-17 13:27:08,RW,{'Educational attainment': 20},{'Sex': 2},1259,50,17500,NOT Homogeneous,0.5,8.481271283701062
2026-02-17 13:27:16,RW,{'Educational attainment': 20},{'Sex': 2},1218,50,17500,NOT Homogeneous,0.5,8.175007512792945
2026-02-17 13:27:22,RW,{'Educational attainment': 20},{'Sex': 2},788,50,17500,NOT Homogeneous,0.5,5.808243755251169
2026-02-17 13:27:24,RW,{'Educational attainment': 21},{'Sex': 1},84,50,17500,NOT Homogeneous,0.5,2.0217648949474096
2026-02-17 13:27:27,RW,{'Educational attainment': 21},{'Sex': 1},227,50,17500,NOT Homogeneous,0.5,2.69224626198411
2026-02-17 13:27:29,RW,{'Educational attainment': 21},{'Sex': 1},247,50,17500,NOT Homogeneous,0.5,2.7434210292994976
2026-02-17 13:27:31,RW,{'Educational attainment': 20},{'Sex': 1},37,50,17500,NOT Homogeneous,0.5,1.7982816230505705
2026-02-17 13:27:33,RW,{'Educational attainment': 20},{'Sex': 1},9,50,17500,NOT Homogeneous,0.5,1.6453408617526293
2026-02-17 13:27:35,RW,{'Educational attainment': 20},{'Sex': 1},83,50,17500,NOT Homogeneous,0.5,2.039335133507848
2026-02-17 13:27:37,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},46,50,17500,NOT Homogeneous,0.5,2.0412876624614
2026-02-17 13:27:39,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,50,17500,NOT Homogeneous,0.5,1.7907675094902515
2026-02-17 13:27:41,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,50,17500,NOT Homogeneous,0.5,1.8139530681073666
2026-02-17 13:27:45,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},1,50,17500,NOT Homogeneous,0.5,4.614733062684536
2026-02-17 13:27:51,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},60,50,17500,NOT Homogeneous,0.5,5.536694411188364
2026-02-17 13:27:56,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},7,50,17500,NOT Homogeneous,0.5,4.710286717861891
2026-02-17 13:28:05,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},540,50,17500,NOT Homogeneous,0.5,8.900501143187284
2026-02-17 13:28:10,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},168,50,17500,NOT Homogeneous,0.5,5.4442168436944485
2026-02-17 13:28:15,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},16,50,17500,NOT Homogeneous,0.5,4.041140221059322
2026-02-17 13:28:55,FPGrowth,{'Educational attainment': 20},{'Sex': 2},4533,50,17500,NOT Homogeneous,0.5,40.06938480772078
2026-02-17 13:28:57,FPGrowth,{'Educational attainment': 21},{'Sex': 1},27,50,17500,NOT Homogeneous,0.5,2.5648828223347664
2026-02-17 13:29:04,FPGrowth,{'Educational attainment': 20},{'Sex': 1},477,50,17500,NOT Homogeneous,0.5,6.2224228121340275
2026-02-17 13:29:07,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},6,50,17500,NOT Homogeneous,0.5,2.949880078434944
2026-02-17 13:29:10,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},15,50,17500,NOT Homogeneous,0.5,2.796535724774003
2026-02-17 13:29:13,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},24,50,17500,NOT Homogeneous,0.5,2.9515234287828207
2026-02-17 13:29:16,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},42,50,17500,NOT Homogeneous,0.5,3.1558884158730507
2026-02-17 13:29:19,RW,{'Public health coverage': 2},{'With a disability': 2},27,50,17500,NOT Homogeneous,0.5,2.7221674229949713
2026-02-17 13:29:21,RW,{'Public health coverage': 2},{'With a disability': 2},15,50,17500,NOT Homogeneous,0.5,2.7986129205673933
2026-02-17 13:29:24,RW,{'Public health coverage': 2},{'With a disability': 2},17,50,17500,NOT Homogeneous,0.5,2.711130341514945
2026-02-17 13:29:27,RW,{'Private health insurance coverage': 2},{'With a disability': 2},38,50,17500,NOT Homogeneous,0.5,2.916480800136924
2026-02-17 13:29:30,RW,{'Private health insurance coverage': 2},{'With a disability': 2},28,50,17500,NOT Homogeneous,0.5,2.869602346792817
2026-02-17 13:29:33,RW,{'Private health insurance coverage': 2},{'With a disability': 2},15,50,17500,NOT Homogeneous,0.5,2.7942774202674627
2026-02-17 13:29:37,RW,{'Educational attainment': 20},{'With a disability': 2},329,50,17500,NOT Homogeneous,0.5,4.5450142454355955
2026-02-17 13:29:40,RW,{'Educational attainment': 20},{'With a disability': 2},72,50,17500,NOT Homogeneous,0.5,3.0527269188314676
2026-02-17 13:29:43,RW,{'Educational attainment': 20},{'With a disability': 2},67,50,17500,NOT Homogeneous,0.5,3.0006063412874937
2026-02-17 13:29:46,RW,{'Educational attainment': 21},{'With a disability': 2},34,50,17500,NOT Homogeneous,0.5,2.8062574360519648
2026-02-17 13:29:50,RW,{'Educational attainment': 21},{'With a disability': 2},158,50,17500,NOT Homogeneous,0.5,3.6781817972660065
2026-02-17 13:29:53,RW,{'Educational attainment': 21},{'With a disability': 2},36,50,17500,NOT Homogeneous,0.5,2.740219971165061
2026-02-17 13:29:56,RW,{'Educational attainment': 22},{'With a disability': 2},34,50,17500,NOT Homogeneous,0.5,2.734872840344906
2026-02-17 13:29:58,RW,{'Educational attainment': 22},{'With a disability': 2},33,50,17500,NOT Homogeneous,0.5,2.7834955863654613
2026-02-17 13:30:01,RW,{'Educational attainment': 22},{'With a disability': 2},19,50,17500,NOT Homogeneous,0.5,2.6964845843613148
2026-02-17 13:30:14,RW,{'Educational attainment': 20},{'Sex': 2},1327,50,17500,Homogeneous,0.5,13.180732728913426
2026-02-17 13:30:28,RW,{'Educational attainment': 20},{'Sex': 2},1381,50,17500,Homogeneous,0.5,13.70003435947001
2026-02-17 13:30:41,RW,{'Educational attainment': 20},{'Sex': 2},1330,50,17500,Homogeneous,0.5,13.286314999684691
2026-02-17 13:30:44,RW,{'Educational attainment': 21},{'Sex': 1},228,50,17500,NOT Homogeneous,0.5,2.7625890504568815
2026-02-17 13:30:47,RW,{'Educational attainment': 21},{'Sex': 1},168,50,17500,NOT Homogeneous,0.5,2.442772874608636
2026-02-17 13:30:48,RW,{'Educational attainment': 21},{'Sex': 1},17,50,17500,NOT Homogeneous,0.5,1.6652681436389685
2026-02-17 13:30:51,RW,{'Educational attainment': 20},{'Sex': 1},134,50,17500,NOT Homogeneous,0.5,2.247668718919158
2026-02-17 13:30:53,RW,{'Educational attainment': 20},{'Sex': 1},107,50,17500,NOT Homogeneous,0.5,2.0364704485982656
2026-02-17 13:30:55,RW,{'Educational attainment': 20},{'Sex': 1},103,50,17500,NOT Homogeneous,0.5,2.1306063942611217
2026-02-17 13:30:57,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},69,50,17500,NOT Homogeneous,0.5,2.067103875800967
2026-02-17 13:30:59,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},27,50,17500,NOT Homogeneous,0.5,1.8859913907945156
2026-02-17 13:31:01,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},19,50,17500,NOT Homogeneous,0.5,1.8801926672458649
2026-02-17 13:31:06,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},25,50,17500,NOT Homogeneous,0.5,4.807964999228716
2026-02-17 13:31:11,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},72,50,17500,NOT Homogeneous,0.5,5.4448478408157825
2026-02-17 13:31:16,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},25,50,17500,NOT Homogeneous,0.5,4.912259507924318
2026-02-17 13:31:24,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},382,50,17500,NOT Homogeneous,0.5,7.290176507085562
2026-02-17 13:31:30,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},277,50,17500,NOT Homogeneous,0.5,6.489718858152628
2026-02-17 13:31:34,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},29,50,17500,NOT Homogeneous,0.5,4.13655604980886
2026-02-17 13:32:39,FPGrowth,{'Educational attainment': 20},{'Sex': 2},7549,50,17500,Homogeneous,0.5,64.14169135130942
2026-02-17 13:32:41,FPGrowth,{'Educational attainment': 21},{'Sex': 1},18,50,17500,NOT Homogeneous,0.5,2.42507098428905
2026-02-17 13:32:44,FPGrowth,{'Educational attainment': 20},{'Sex': 1},10,50,17500,NOT Homogeneous,0.5,2.3783340491354465
2026-02-17 13:32:46,FPGrowth,{'Insurance through a current or former employer or union': 1},{'Sex': 1},3,50,17500,NOT Homogeneous,0.5,2.9199395440518856
2026-02-17 13:32:49,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},24,50,17500,NOT Homogeneous,0.5,2.8429898098111153
2026-02-17 13:32:52,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},1,50,17500,NOT Homogeneous,0.5,2.726266762241721
2026-02-17 13:32:55,RW,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},48,50,17500,NOT Homogeneous,0.5,3.0911715384572744
2026-02-17 13:32:59,RW,{'Public health coverage': 2},{'With a disability': 2},183,50,17500,NOT Homogeneous,0.5,3.5873007122427225
2026-02-17 13:33:04,RW,{'Public health coverage': 2},{'With a disability': 2},438,50,17500,NOT Homogeneous,0.5,5.164368404075503
2026-02-17 13:33:07,RW,{'Public health coverage': 2},{'With a disability': 2},27,50,17500,NOT Homogeneous,0.5,2.8928446043282747
2026-02-17 13:33:10,RW,{'Private health insurance coverage': 2},{'With a disability': 2},29,50,17500,NOT Homogeneous,0.5,2.8842992894351482
2026-02-17 13:33:13,RW,{'Private health insurance coverage': 2},{'With a disability': 2},84,50,17500,NOT Homogeneous,0.5,3.2048626206815243
2026-02-17 13:33:16,RW,{'Private health insurance coverage': 2},{'With a disability': 2},20,50,17500,NOT Homogeneous,0.5,2.9276234693825245
2026-02-17 13:33:19,RW,{'Educational attainment': 20},{'With a disability': 2},19,50,17500,NOT Homogeneous,0.5,2.6884754467755556
2026-02-17 13:33:22,RW,{'Educational attainment': 20},{'With a disability': 2},70,50,17500,NOT Homogeneous,0.5,2.907899623736739
2026-02-17 13:33:25,RW,{'Educational attainment': 20},{'With a disability': 2},46,50,17500,NOT Homogeneous,0.5,2.9943819902837276
2026-02-17 13:33:28,RW,{'Educational attainment': 21},{'With a disability': 2},38,50,17500,NOT Homogeneous,0.5,2.756175924092531
2026-02-17 13:33:31,RW,{'Educational attainment': 21},{'With a disability': 2},87,50,17500,NOT Homogeneous,0.5,3.0556951966136694
2026-02-17 13:33:34,RW,{'Educational attainment': 21},{'With a disability': 2},55,50,17500,NOT Homogeneous,0.5,2.8749087564647198
2026-02-17 13:33:37,RW,{'Educational attainment': 22},{'With a disability': 2},58,50,17500,NOT Homogeneous,0.5,2.856893964111805
2026-02-17 13:33:40,RW,{'Educational attainment': 22},{'With a disability': 2},153,50,17500,NOT Homogeneous,0.5,3.260012909770012
2026-02-17 13:33:43,RW,{'Educational attainment': 22},{'With a disability': 2},48,50,17500,NOT Homogeneous,0.5,2.754367344081402
2026-02-17 13:33:47,RW,{'Educational attainment': 20},{'Sex': 2},639,50,17500,NOT Homogeneous,0.5,4.735156927257776
2026-02-17 13:33:50,RW,{'Educational attainment': 20},{'Sex': 2},191,50,17500,NOT Homogeneous,0.5,2.6702879685908556
2026-02-17 13:33:52,RW,{'Educational attainment': 20},{'Sex': 2},18,50,17500,NOT Homogeneous,0.5,1.7824042700231075
2026-02-17 13:33:54,RW,{'Educational attainment': 21},{'Sex': 1},36,50,17500,NOT Homogeneous,0.5,1.7637604624032974
2026-02-17 13:33:55,RW,{'Educational attainment': 21},{'Sex': 1},15,50,17500,NOT Homogeneous,0.5,1.6669245269149542
2026-02-17 13:33:57,RW,{'Educational attainment': 21},{'Sex': 1},42,50,17500,NOT Homogeneous,0.5,1.8298202939331532
2026-02-17 13:33:59,RW,{'Educational attainment': 20},{'Sex': 1},37,50,17500,NOT Homogeneous,0.5,1.8212134689092636
2026-02-17 13:34:01,RW,{'Educational attainment': 20},{'Sex': 1},157,50,17500,NOT Homogeneous,0.5,2.3856765907257795
2026-02-17 13:34:03,RW,{'Educational attainment': 20},{'Sex': 1},9,50,17500,NOT Homogeneous,0.5,1.6902471911162138
2026-02-17 13:34:05,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},9,50,17500,NOT Homogeneous,0.5,1.7582616973668337
2026-02-17 13:34:07,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},1,50,17500,NOT Homogeneous,0.5,1.7336575984954834
2026-02-17 13:34:09,RW,{'Insurance through a current or former employer or union': 1},{'Sex': 1},27,50,17500,NOT Homogeneous,0.5,1.8612118661403656
2026-02-17 13:34:13,FPGrowth,{'Insurance through a current or former employer or union': 1},{'With a disability': 2},2,50,17500,NOT Homogeneous,0.5,4.678714068606496
2026-02-17 13:34:18,FPGrowth,{'Public health coverage': 2},{'With a disability': 2},9,50,17500,NOT Homogeneous,0.5,4.695135768502951
2026-02-17 13:34:23,FPGrowth,{'Private health insurance coverage': 2},{'With a disability': 2},28,50,17500,NOT Homogeneous,0.5,4.846544893458486
2026-02-17 13:34:29,FPGrowth,{'Educational attainment': 20},{'With a disability': 2},218,50,17500,NOT Homogeneous,0.5,5.729344420135021
2026-02-17 13:34:33,FPGrowth,{'Educational attainment': 21},{'With a disability': 2},23,50,17500,NOT Homogeneous,0.5,4.1012228056788445
2026-02-17 13:34:37,FPGrowth,{'Educational attainment': 22},{'With a disability': 2},1,50,17500,NOT Homogeneous,0.5,3.8271475583314896
