,Hobby,Country,Student,FormalEducation,UndergradMajor,DevType,YearsCoding,HoursComputer,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Dependents,Continent,Age,ConvertedSalary,HDI,GDP,GINI
1941,Yes,United States,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Data scientist or machine learning specialist,21-23 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Hispanic or Latino/Latina,No,North America,45 - 54 years old,160000,High,High,High
1942,Yes,United Kingdom,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","Information systems, information technology, or system administration",Data or business analyst,9-11 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,EU,25 - 34 years old,36115,High,Medium,Medium
1943,Yes,United States,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Back-end developer,9-11 years,5 - 8 hours,1 - 2 times per week,Male,Straight or heterosexual,They never completed any formal education,South Asian,Yes,North America,25 - 34 years old,126000,High,High,High
1944,Yes,Switzerland,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,3-5 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,EU,18 - 24 years old,62556,High,Medium,Low
1945,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,Daily or almost every day,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,96000,High,High,High
1946,Yes,United States,"Yes, full-time",Associate degree,"Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,100000,High,High,High
1947,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,3-5 years,5 - 8 hours,1 - 2 times per week,Non-Male,Bisexual or Queer,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,25 - 34 years old,78000,High,High,High
1948,Yes,Poland,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",DevOps specialist,15-17 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,EU,25 - 34 years old,53006,Medium,Low,Medium
1949,Yes,United Kingdom,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,9-11 years,9 - 12 hours,Daily or almost every day,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,EU,25 - 34 years old,66674,High,Medium,Medium
1950,Yes,Italy,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,Full-stack developer,6-8 years,Over 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,EU,25 - 34 years old,36716,High,Medium,Medium
1951,Yes,United States,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Back-end developer,27-29 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,North America,35 - 44 years old,115000,High,High,High
1952,Yes,United States,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A social science (ex. anthropology, psychology, political science)",Data or business analyst,6-8 years,9 - 12 hours,I don't typically exercise,Non-Male,Bisexual or Queer,"Professional degree (JD, MD, etc.)",White or of European descent,No,North America,25 - 34 years old,102500,High,High,High
1953,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Educator or academic researcher,3-5 years,9 - 12 hours,Daily or almost every day,Non-Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,18 - 24 years old,100000,High,High,High
1954,Yes,United States,"Yes, full-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Student,3-5 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,18 - 24 years old,80000,High,High,High
1958,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,30 or more years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,North America,45 - 54 years old,120000,High,High,High
1959,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Desktop or enterprise applications developer,12-14 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,No,North America,25 - 34 years old,80700,High,High,High
1960,Yes,United Kingdom,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,Daily or almost every day,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,25 - 34 years old,38893,High,Medium,Medium
1961,Yes,United States,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)",Full-stack developer,18-20 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",White or of European descent,No,North America,45 - 54 years old,85000,High,High,High
1963,No,India,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Front-end developer,9-11 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,Yes,AS,25 - 34 years old,29743,Medium,Low,High
1964,No,Russian Federation,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,3-5 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",White or of European descent,No,EU,25 - 34 years old,11676,Medium,Low,High
1965,Yes,Germany,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Embedded applications or devices developer,21-23 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",Middle Eastern,Yes,EU,35 - 44 years old,77104,High,Medium,Medium
1966,Yes,United Kingdom,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Database administrator,6-8 years,9 - 12 hours,Daily or almost every day,Male,Straight or heterosexual,Primary/elementary school,White or of European descent,No,EU,25 - 34 years old,30840,High,Medium,Medium
1967,Yes,Germany,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Desktop or enterprise applications developer,12-14 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,Yes,EU,25 - 34 years old,58746,High,Medium,Medium
1969,Yes,Italy,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,12-14 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Black or of African descent,No,EU,25 - 34 years old,67313,High,Medium,Medium
1972,No,Australia,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Back-end developer,3-5 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,Primary/elementary school,White or of European descent,Yes,OC,25 - 34 years old,95968,High,Medium,Medium
1973,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Desktop or enterprise applications developer,30 or more years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,55 - 64 years old,80000,High,High,High
1975,Yes,Austria,No,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,15-17 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,EU,18 - 24 years old,36716,High,Medium,Low
1977,Yes,India,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","A business discipline (ex. accounting, finance, marketing)",Data or business analyst,3-5 years,1 - 4 hours,1 - 2 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,East Asian,No,AS,25 - 34 years old,9393,Medium,Low,High
1978,Yes,Germany,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,15-17 years,Over 12 hours,I don't typically exercise,Male,Bisexual or Queer,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,Yes,EU,25 - 34 years old,93015,High,Medium,Medium
1979,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Mobile developer,12-14 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,They never completed any formal education,White or of European descent,No,North America,25 - 34 years old,110000,High,High,High
1980,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Desktop or enterprise applications developer,21-23 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,Yes,North America,35 - 44 years old,165000,High,High,High
1981,Yes,Turkey,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Middle Eastern,No,AS,25 - 34 years old,25428,Medium,Low,High
1982,Yes,Brazil,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Full-stack developer,9-11 years,Over 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,SA,25 - 34 years old,7860,Low,Low,High
1983,Yes,United States,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Back-end developer,12-14 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,25 - 34 years old,115000,High,High,High
1985,Yes,Canada,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Back-end developer,6-8 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,40261,High,Medium,Medium
1986,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",Full-stack developer,9-11 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,North America,45 - 54 years old,70000,High,High,High
1988,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Full-stack developer,15-17 years,5 - 8 hours,I don't typically exercise,Non-Male,Bisexual or Queer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,North America,25 - 34 years old,100000,High,High,High
1989,No,Sweden,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,15-17 years,5 - 8 hours,1 - 2 times per week,Non-Male,Bisexual or Queer,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,Yes,EU,35 - 44 years old,78600,High,Medium,Low
1990,Yes,United Kingdom,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,Back-end developer,9-11 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,EU,18 - 24 years old,46533,High,Medium,Medium
1991,Yes,Canada,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",DevOps specialist,6-8 years,9 - 12 hours,I don't typically exercise,Non-Male,Bisexual or Queer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,88573,High,Medium,Medium
1992,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,80000,High,High,High
1994,Yes,United Kingdom,No,Some college/university study without earning a degree,"Fine arts or performing arts (ex. graphic design, music, studio art)",Database administrator,3-5 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",White or of European descent,No,EU,18 - 24 years old,38893,High,Medium,Medium
1995,No,Italy,No,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Computer science, computer engineering, or software engineering",Database administrator,6-8 years,9 - 12 hours,I don't typically exercise,Non-Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,18 - 24 years old,20412,High,Medium,Medium
1996,No,Switzerland,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,15-17 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,EU,35 - 44 years old,125123,High,Medium,Low
1997,Yes,Germany,No,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Computer science, computer engineering, or software engineering",Embedded applications or devices developer,18-20 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,Primary/elementary school,White or of European descent,No,EU,25 - 34 years old,73433,High,Medium,Medium
2003,Yes,United States,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,25 - 34 years old,85000,High,High,High
2004,Yes,Australia,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Back-end developer,6-8 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,OC,25 - 34 years old,75975,High,Medium,Medium
2005,Yes,Netherlands,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,Over 12 hours,I don't typically exercise,Male,Straight or heterosexual,Associate degree,White or of European descent,No,EU,25 - 34 years old,39648,High,Medium,Low
2007,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,25 - 34 years old,50000,High,High,High
2010,Yes,United States,"Yes, full-time",Some college/university study without earning a degree,"Information systems, information technology, or system administration",Student,15-17 years,9 - 12 hours,1 - 2 times per week,Male,Bisexual or Queer,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,39000,High,High,High
2011,Yes,Sweden,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Back-end developer,15-17 years,Over 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,Yes,EU,25 - 34 years old,82344,High,Medium,Low
2012,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,9-11 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,85000,High,High,High
2014,Yes,United Kingdom,"Yes, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,3-5 years,9 - 12 hours,I don't typically exercise,Non-Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,18 - 24 years old,325032,High,Medium,Medium
2015,Yes,India,"Yes, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Information systems, information technology, or system administration",DevOps specialist,3-5 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",South Asian,No,AS,18 - 24 years old,3000,Medium,Low,High
2016,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,78000,High,High,High
2017,Yes,Italy,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",White or of European descent,No,EU,25 - 34 years old,42836,High,Medium,Medium
2018,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,6-8 years,9 - 12 hours,1 - 2 times per week,Non-Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,North America,25 - 34 years old,90000,High,High,High
2019,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Mobile developer,3-5 years,5 - 8 hours,1 - 2 times per week,Non-Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",White or of European descent,No,North America,35 - 44 years old,125000,High,High,High
2020,Yes,United Kingdom,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,1 - 2 times per week,Male,Gay or Lesbian,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,25 - 34 years old,45838,High,Medium,Medium
2021,Yes,India,"Yes, full-time","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Web development or web design,Back-end developer,0-2 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,AS,18 - 24 years old,10175,Medium,Low,High
2022,Yes,India,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,AS,25 - 34 years old,16562,Medium,Low,High
2023,No,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,6-8 years,9 - 12 hours,3 - 4 times per week,Non-Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,North America,35 - 44 years old,142000,High,High,High
2024,Yes,India,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Full-stack developer,6-8 years,5 - 8 hours,3 - 4 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Hispanic or Latino/Latina,No,AS,18 - 24 years old,3384,Medium,Low,High
2025,Yes,Italy,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,12-14 years,9 - 12 hours,3 - 4 times per week,Non-Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",White or of European descent,No,EU,25 - 34 years old,19092,High,Medium,Medium
2027,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Engineering manager,12-14 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,25 - 34 years old,92000,High,High,High
2029,Yes,Italy,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Front-end developer,9-11 years,5 - 8 hours,1 - 2 times per week,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,No,EU,25 - 34 years old,30597,High,Medium,Medium
2031,Yes,Canada,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Mobile developer,9-11 years,5 - 8 hours,1 - 2 times per week,Male,Straight or heterosexual,Primary/elementary school,Middle Eastern,No,North America,25 - 34 years old,96626,High,Medium,Medium
2033,Yes,United States,"Yes, full-time",Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,North America,18 - 24 years old,15500,High,High,High
2034,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)",Desktop or enterprise applications developer,21-23 years,9 - 12 hours,Daily or almost every day,Non-Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,North America,35 - 44 years old,130000,High,High,High
2035,Yes,Poland,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Back-end developer,0-2 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,25 - 34 years old,28236,Medium,Low,Medium
2036,Yes,Canada,No,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Computer science, computer engineering, or software engineering",Back-end developer,15-17 years,5 - 8 hours,Daily or almost every day,Male,Straight or heterosexual,Some college/university study without earning a degree,White or of European descent,No,North America,35 - 44 years old,72469,High,Medium,Medium
2037,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",DevOps specialist,30 or more years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,Yes,North America,45 - 54 years old,120000,High,High,High
2038,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Front-end developer,3-5 years,5 - 8 hours,1 - 2 times per week,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",East Asian,No,North America,18 - 24 years old,48000,High,High,High
2039,Yes,France,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,EU,18 - 24 years old,16152,High,Medium,Medium
2040,Yes,India,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,3-5 years,Over 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",East Asian,Yes,AS,18 - 24 years old,6575,Medium,Low,High
2041,Yes,Canada,No,Associate degree,"Computer science, computer engineering, or software engineering",Back-end developer,18-20 years,5 - 8 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,Yes,North America,35 - 44 years old,58781,High,Medium,Medium
2043,Yes,Canada,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,Back-end developer,15-17 years,9 - 12 hours,3 - 4 times per week,Male,Straight or heterosexual,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,North America,45 - 54 years old,80521,High,Medium,Medium
2044,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,21-23 years,9 - 12 hours,I don't typically exercise,Non-Male,Bisexual or Queer,"Professional degree (JD, MD, etc.)",White or of European descent,No,North America,25 - 34 years old,110000,High,High,High
2045,Yes,United States,No,"Other doctoral degree (Ph.D, Ed.D., etc.)","Computer science, computer engineering, or software engineering","C-suite executive (CEO, CTO, etc.)",18-20 years,9 - 12 hours,Daily or almost every day,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,Yes,North America,35 - 44 years old,135000,High,High,High
2048,No,Netherlands,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A business discipline (ex. accounting, finance, marketing)",Data or business analyst,3-5 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",White or of European descent,Yes,EU,25 - 34 years old,51408,High,Medium,Low
2049,Yes,Sweden,No,Some college/university study without earning a degree,Web development or web design,Back-end developer,9-11 years,5 - 8 hours,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,EU,25 - 34 years old,61380,High,Medium,Low
2050,Yes,Spain,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Front-end developer,12-14 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,No,EU,25 - 34 years old,58134,High,Medium,Medium
2051,Yes,Germany,"Yes, part-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Game or graphics developer,0-2 years,9 - 12 hours,I don't typically exercise,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,No,EU,18 - 24 years old,17628,High,Medium,Medium
2052,Yes,United States,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Back-end developer,9-11 years,9 - 12 hours,1 - 2 times per week,Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",White or of European descent,No,North America,25 - 34 years old,105000,High,High,High
2053,Yes,United Kingdom,No,Some college/university study without earning a degree,"Another engineering discipline (ex. civil, electrical, mechanical)",Back-end developer,9-11 years,9 - 12 hours,I don't typically exercise,Male,Bisexual or Queer,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",White or of European descent,No,EU,18 - 24 years old,27781,High,Medium,Medium
